Munic-BR;Populaçăo;1.1_%R.Líquida_Total;2.1_D.Total_Saúde/Hab;2.2_%D.Pessoal/D.Total;2.3_%D.com_Medicamentos;2.4_%D.Serv.Terc/D.Total;2.5_%D.Invest/D.Total;R.Transf.SUS;D.R.Próprios;D.Total_Saúde;cod_municipio
251470 Săo José do Sabugi;4113;1.74;409.14;67.1;4.79;1.99;0.2;496182.89;1079534.12;1682797.46;251470
251480 Săo José dos Cordeiros;4078;2.79;329.28;48.98;7.81;4.31;0.37;460058.98;880141.84;1342797.71;251480
251445 Săo José dos Ramos;5699;1.44;300.24;55.09;6.82;4.11;0.42;594168.04;1095140.08;1711064.89;251445
251490 Săo Mamede;7994;2.04;275.52;70.81;4.32;3.8;0.35;844129.56;991382.94;2202485.26;251490
251500 Săo Miguel de Taipu;6810;1.44;258.02;62.61;2.31;1.9;3.42;825406.07;958554.4;1757149.99;251500
251510 Săo Sebastiăo de Lagoa de Roça;11335;1.55;244.63;77.37;5.71;2.43;1.61;1359985.79;1099901.14;2772896.42;251510
251520 Săo Sebastiăo do Umbuzeiro;3166;1.57;421.87;55.06;4.11;10.16;0.54;350098.94;954820.4;1335640.12;251520
251530 Sapé;47682;2.43;251.4;54.09;16.68;5.0;1.0;7447745.76;4539663.71;11987409.47;251530
251540 Seridó;10092;0.86;301.41;52.2;2.94;8.01;1.25;2057097.74;984723.8;3041821.54;251540
251550 Serra Branca;12819;3.05;373.16;68.98;3.33;1.12;6.36;2627936.1;1957835.54;4783541.14;251550
251560 Serra da Raiz;3187;1.22;377.02;59.31;4.09;5.48;0.42;315342.11;922234.88;1201577.08;251560
251570 Serra Grande;3148;2.84;436.31;30.5;7.03;11.94;1.41;313821.41;1059673.64;1373495.05;251570
251580 Serra Redonda;7908;1.43;233.06;56.0;18.07;1.57;6.32;798538.0;927230.3;1843001.28;251580
251590 Serraria;6802;2.77;283.18;69.26;4.66;1.78;1.73;890054.11;890524.07;1926198.75;251590
251593 Sertăozinho;4413;1.45;395.96;52.33;12.71;5.48;5.82;543968.53;1137623.48;1747369.91;251593
251597 Sobrado;7608;1.93;253.39;63.42;4.1;2.76;4.93;825184.36;1026807.36;1927799.55;251597
251600 Solânea;27953;2.73;204.07;63.81;10.94;1.76;2.13;2568835.91;2470395.72;5704348.2;251600
251610 Soledade;13622;1.92;378.49;69.8;4.75;8.93;0.23;3101749.64;1567426.13;5155803.28;251610
251615 Sossêgo;3086;1.67;427.71;47.57;6.25;3.7;9.3;313719.99;985307.29;1319927.17;251615
251620 Sousa;65932;5.57;477.59;50.93;2.4;28.14;3.51;22550958.66;5348664.58;31488312.16;251620
251630 Sumé;17083;5.31;396.6;63.07;1.99;5.41;7.24;4087404.0;2301215.0;6775070.0;251630
251640 Tacima;9855;2.45;221.14;62.41;5.11;2.65;7.34;1077282.87;1059011.93;2179309.96;251640
251650 Taperoá;15238;2.73;216.45;66.75;3.88;4.87;8.87;2255836.8;1533459.39;3298222.18;251650
251660 Tavares;14485;1.56;218.48;58.74;7.1;3.49;5.7;1453435.85;1338291.11;3164736.18;251660
251670 Teixeira;14175;2.19;248.54;71.54;3.21;2.88;0.04;1679067.66;2253426.29;3523081.49;251670
251675 Tenório;2924;1.58;428.42;46.81;4.81;6.29;0.42;309884.2;942818.48;1252702.68;251675
251680 Triunfo;9961;2.03;193.18;60.74;12.78;10.4;0.15;1304284.36;899231.32;1924230.6;251680
251690 Uiraúna;14963;2.39;270.91;49.05;1.64;21.89;4.28;2507505.5;1592106.23;4053692.3;251690
251700 Umbuzeiro;9449;2.05;264.43;57.16;1.6;4.52;5.54;1632013.87;866615.19;2498629.06;251700
251710 Várzea;2564;2.34;544.54;49.42;4.36;5.17;13.53;395635.5;1069251.1;1396194.1;251710
251720 Vieirópolis;4903;2.35;337.39;47.43;10.0;9.42;13.32;543489.01;924559.47;1654221.76;251720
250550 Vista Serrana;3373;1.96;444.98;54.01;15.04;6.29;1.51;319642.95;1135023.35;1500918.16;250550
251740 Zabelê;2103;1.52;598.01;38.41;18.7;6.82;0.39;271178.85;908471.68;1257613.47;251740
260005 Abreu e Lima;96265;6.28;259.26;62.83;7.44;4.39;1.5;11943298.59;12796426.37;24957303.32;260005
260010 Afogados da Ingazeira;35524;5.63;186.33;75.42;2.73;11.31;0.42;2690656.83;2841079.95;6619328.3;260010
260020 Afrânio;17443;1.75;310.69;28.69;15.02;11.23;1.12;1882080.31;2827961.25;5419416.42;260020
260030 Agrestina;22592;5.62;235.43;66.69;1.7;5.49;3.42;3028921.56;2444193.23;5318883.99;260030
260040 Água Preta;30792;4.4;231.06;61.7;8.22;10.68;2.66;4916133.12;2761333.43;7114930.16;260040
260050 Águas Belas;39675;2.99;188.68;70.68;3.73;9.95;1.59;3013165.12;4260435.38;7485865.97;260050
260060 Alagoinha;14914;2.72;245.91;67.8;3.81;5.63;0.61;1309281.32;2202187.88;3667436.54;260060
260070 Aliança;35229;2.34;236.56;70.84;15.9;6.0;2.97;3982790.65;4401549.12;8333836.9;260070
260080 Altinho;22424;3.88;232.35;75.46;1.51;4.25;2.46;2810796.38;2394570.5;5210110.37;260080
260090 Amaraji;20509;2.63;254.83;73.46;2.4;6.77;1.46;2533816.03;2182615.26;5226385.19;260090
260100 Angelim;10384;2.22;376.77;58.13;3.2;16.02;8.91;1448091.41;2464255.69;3912347.1;260100
260105 Araçoiaba;17481;1.88;287.08;48.33;1.88;3.16;4.01;1635624.35;2775200.65;5018372.81;260105
260110 Araripina;79876;4.14;121.28;47.53;14.49;29.95;1.33;4769251.21;4909332.46;9687093.49;260110
260120 Arcoverde;67999;6.82;169.54;77.79;0.61;6.5;1.37;6128969.09;6242178.56;11528396.18;260120
260130 Barra de Guabiraba;13624;1.91;220.09;75.64;2.45;5.3;0.8;1203167.41;1689389.45;2998560.83;260130
260140 Barreiros;43913;5.12;172.41;70.54;2.4;5.65;1.14;4320073.16;3250866.44;7570939.6;260140
260150 Belém de Maria;9705;2.36;252.27;50.26;7.69;3.23;1.82;1196822.65;1136601.53;2448307.43;260150
260160 Belém do Săo Francisco;21345;3.54;255.82;66.65;2.47;12.34;0.54;2047214.19;2746277.28;5460576.85;260160
260170 Belo Jardim;74026;5.29;221.26;78.24;3.89;3.82;1.35;7651353.0;8614319.88;16378946.39;260170
260180 Betânia;12010;2.6;236.51;62.72;4.38;4.01;11.19;1623652.18;1373340.82;2840536.45;260180
260190 Bezerros;58351;3.25;289.17;49.48;2.4;24.05;0.37;10270027.95;6905930.99;16873524.3;260190
260200 Bodocó;34987;3.29;222.89;29.2;2.67;9.79;0.8;4174623.13;3224852.79;7798376.04;260200
260210 Bom Conselho;45251;2.82;206.18;72.12;4.3;8.92;0.88;4228656.78;4750528.0;9329657.98;260210
260220 Bom Jardim;40923;1.81;197.28;61.37;5.54;5.23;6.56;3926490.58;4420078.14;8073264.49;260220
260230 Bonito;40835;4.97;206.54;69.49;3.42;4.39;2.28;4358618.5;3550033.94;8433887.47;260230
260240 Brejăo;9782;3.06;293.09;66.45;4.51;10.55;2.61;1351657.7;1274990.21;2867030.51;260240
260250 Brejinho;7368;2.5;306.73;62.21;1.87;10.49;9.83;1028883.67;1401561.46;2260009.62;260250
260260 Brejo da Madre de Deus;42251;2.38;260.11;62.98;2.88;5.41;3.32;6033029.5;4622049.84;10989755.34;260260
260270 Buenos Aires;13675;2.54;239.43;57.0;0.24;8.18;6.75;1268858.81;2005371.84;3274230.25;260270
260280 Buíque;53274;1.59;152.27;66.65;11.37;3.7;5.41;4708537.8;4016308.6;8111895.99;260280
260290 Cabo de Santo Agostinho;171583;17.09;486.89;73.46;3.46;13.93;1.66;22439290.85;61459861.93;83541568.91;260290
260300 Cabrobó;30432;11.71;298.68;72.89;3.43;6.31;2.05;3378413.12;5109285.12;9089455.19;260300
260310 Cachoeirinha;18132;3.81;318.93;69.02;7.61;4.37;3.77;2633686.02;3202650.84;5782757.9;260310
260320 Caetés;26381;3.04;268.8;63.34;22.13;4.56;0.85;4947099.58;2417990.43;7091179.58;260320
260330 Calçado;11619;1.64;265.82;71.75;5.93;6.99;0.91;1310167.91;1991563.93;3088576.84;260330
260340 Calumbi;7980;3.87;208.75;64.26;2.68;8.96;0.75;554860.64;1010251.38;1665826.2;260340
260345 Camaragibe;143210;7.49;391.48;57.98;1.81;30.71;0.88;38960674.81;16521997.24;56064543.71;260345
260350 Camocim de Săo Félix;16575;3.03;231.19;68.27;6.08;11.11;0.25;1810365.16;2047537.43;3831935.92;260350
260360 Camutanga;8212;1.88;374.15;64.68;3.75;11.02;1.03;1061043.08;1745274.77;3072484.46;260360
260370 Canhotinho;24855;2.79;265.3;65.95;6.03;5.37;3.78;3530595.53;3089174.45;6593964.37;260370
260380 Capoeiras;19939;1.6;304.26;73.53;3.87;5.07;4.06;2494475.11;3504652.88;6066634.23;260380
260390 Carnaíba;19160;3.75;275.39;28.47;7.32;5.18;11.6;2819795.67;2011713.66;5276483.43;260390
260392 Carnaubeira da Penha;12451;3.45;314.72;42.82;5.77;2.52;1.88;1890205.52;2023648.79;3918588.37;260392
260400 Carpina;68072;6.09;228.65;66.63;7.23;4.7;0.57;6112696.51;9571628.14;15564348.09;260400
260410 Caruaru;298505;12.88;269.22;72.33;3.19;11.13;0.74;41782639.3;38364489.7;80364119.58;260410
260415 Casinhas;14802;2.61;317.37;63.99;2.57;2.93;0.88;2070484.0;2827499.0;4697768.0;260415
260420 Catende;35255;3.64;219.33;69.66;6.54;8.42;2.41;3626876.61;4009281.19;7732543.34;260420
260430 Cedro;10785;2.63;293.56;33.58;4.45;4.02;3.95;1124648.14;2154990.08;3166075.92;260430
260440 Chă de Alegria;12187;2.11;277.14;55.07;4.06;5.89;1.74;1518611.62;2007790.15;3377484.83;260440
260450 Chă Grande;17923;5.65;384.0;71.15;12.65;7.26;1.11;3520810.53;2455717.02;6882397.32;260450
260460 Condado;24397;2.7;267.49;64.51;5.93;9.88;1.29;3655449.25;2858761.43;6525895.73;260460
260470 Correntes;16688;2.82;304.66;75.96;5.19;3.86;2.69;2067125.42;2869786.24;5084222.6;260470
260480 Cortês;11719;2.27;374.3;75.64;3.06;4.55;3.16;2114200.58;2104320.33;4386470.37;260480
260490 Cumaru;13811;2.02;359.58;68.41;4.63;4.33;4.57;1781841.35;2883333.94;4966154.9;260490
260500 Cupira;22788;2.28;290.2;80.57;4.88;2.46;1.49;3389498.97;3082337.93;6613154.27;260500
260510 Custódia;33874;23.84;268.69;64.58;8.12;4.69;7.1;4280491.81;4777592.56;9101545.39;260510
260515 Dormentes;16463;3.29;262.19;63.53;4.57;5.82;0.16;1869957.52;2701096.97;4316362.32;260515
260520 Escada;62602;7.04;198.84;78.57;5.93;3.61;1.42;4686982.3;7440575.19;12448060.33;260520
260530 Exu;31087;2.71;236.61;66.66;2.11;3.96;2.77;2917038.75;4397696.52;7355385.54;260530
260540 Feira Nova;20050;1.99;284.01;63.07;3.18;6.03;5.1;2821052.2;2873318.78;5694370.98;260540
260550 Ferreiros;11460;1.93;274.59;62.96;5.21;6.33;3.94;1123113.84;1569454.75;3146790.8;260550
260560 Flores;23035;4.29;251.77;57.91;6.5;5.81;11.67;2490691.55;2768510.53;5799610.75;260560
260570 Floresta;28105;10.36;401.21;55.13;1.62;12.02;2.91;3196254.41;8078377.54;11276004.86;260570
260580 Frei Miguelinho;14855;3.24;245.04;68.64;2.4;9.5;0.42;1566643.84;1683733.28;3640014.1;260580
260590 Gameleira;27823;4.71;214.4;61.83;3.34;12.13;0.79;3515142.61;2693926.24;5965234.0;260590
260600 Garanhuns;131302;10.71;232.9;54.37;1.9;30.01;2.65;17718542.68;13053557.98;30580680.65;260600
260610 Glória do Goitá;28291;3.03;249.29;66.27;6.51;3.27;1.41;3162619.76;3613057.46;7052629.76;260610
260620 Goiana;74424;6.77;266.88;74.17;1.91;7.51;2.03;6001054.95;10489252.3;19862181.5;260620
260630 Granito;6959;3.56;329.03;52.39;4.2;7.06;1.74;944295.24;1292853.1;2289734.53;260630
260640 Gravatá;75230;13.99;249.14;73.77;4.03;4.36;0.54;9352917.61;9107635.0;18742824.94;260640
260650 Iati;18350;1.11;257.52;72.62;1.51;7.72;4.02;2753215.15;1945577.14;4725442.8;260650
260660 Ibimirim;29017;2.87;275.61;63.5;3.5;9.85;7.21;5037885.19;2870433.11;7997407.54;260660
260670 Ibirajuba;7833;2.03;275.42;68.85;2.1;3.93;2.11;932858.01;1051219.23;2157361.39;260670
260680 Igarassu;100191;4.81;231.25;78.01;1.91;6.0;2.65;10828069.92;12150794.04;23169390.69;260680
260690 Iguaraci;12397;3.25;249.38;63.11;4.37;7.1;4.28;1349738.72;1856729.04;3091600.81;260690
260760 Ilha de Itamaracá;18657;6.45;283.14;72.58;3.53;9.0;2.03;1648906.67;3581930.24;5282458.92;260760
260700 Inajá;14732;1.42;271.37;69.37;3.6;2.64;1.36;2282484.3;1544048.52;3997895.85;260700
260710 Ingazeira;4556;2.67;492.28;76.65;0.47;6.18;2.14;743975.68;1453784.51;2242814.88;260710
260720 Ipojuca;75510;27.88;764.91;65.61;0.29;25.58;1.95;5368028.72;49044409.83;57758373.27;260720
260730 Ipubi;27353;2.55;309.14;64.12;2.84;4.92;4.6;2928709.43;5221281.69;8455872.74;260730
260740 Itacuruba;4353;2.69;779.6;22.42;24.37;8.57;2.2;427167.07;2966413.81;3393580.88;260740
260750 Itaíba;27633;2.65;214.77;59.8;3.74;9.2;5.98;3294719.95;2513100.99;5934794.09;260750
260765 Itambé;36126;1.72;239.07;69.11;5.57;5.08;2.1;4994906.96;3733589.03;8636500.99;260765
260770 Itapetim;14062;2.1;275.3;64.47;2.95;8.1;5.34;2065147.28;1929747.56;3871222.92;260770
260775 Itapissuma;24406;4.03;372.98;35.23;2.92;9.34;0.62;2935323.04;6081858.99;9102932.4;260775
260780 Itaquitinga;15484;9.15;401.9;68.5;7.31;8.57;3.99;2012049.43;3446868.42;6223003.65;260780
260790 Jaboatăo dos Guararapes;687687;18.02;185.62;59.11;1.8;30.93;2.35;67832608.98;61942690.61;127648383.75;260790
260795 Jaqueira;12649;1.13;266.0;54.27;3.06;12.07;4.26;1617881.72;1623459.02;3364635.06;260795
260800 Jataúba;15365;2.62;362.99;73.49;2.76;2.68;2.97;2250279.0;3301929.62;5577382.25;260800
260805 Jatobá;14452;3.96;320.81;69.72;2.45;9.99;4.77;2291282.16;2345108.57;4636390.73;260805
260810 Joăo Alfredo;29872;2.79;247.47;74.26;1.9;10.7;0.95;3672914.19;3497747.05;7392455.04;260810
260820 Joaquim Nabuco;16499;3.96;303.08;60.78;6.14;6.59;2.78;2035354.93;2957610.2;5000516.36;260820
260825 Jucati;11087;1.58;248.94;66.38;16.4;2.88;5.03;1267581.13;1500018.77;2760035.02;260825
260830 Jupi;14462;1.54;285.31;68.9;1.35;7.29;4.93;2067400.09;1924064.24;4126167.32;260830
260840 Jurema;15550;4.1;243.76;66.96;1.72;9.94;4.65;1592832.74;1923549.54;3790535.38;260840
260850 Lagoa de Itaenga;20614;2.53;351.28;69.55;8.64;2.34;1.9;2896317.61;3071665.65;7241345.06;260850
260845 Lagoa do Carro;15234;2.4;315.02;73.21;2.74;4.29;4.25;2267905.47;2531118.62;4799024.09;260845
260860 Lagoa do Ouro;12244;1.65;333.79;60.77;6.03;5.19;9.69;2220615.83;1508628.45;4086912.34;260860
260870 Lagoa dos Gatos;15570;3.22;223.81;54.58;6.13;4.7;0.69;1461685.0;2020611.44;3484734.52;260870
260875 Lagoa Grande;22412;3.16;232.67;77.22;7.11;4.93;2.48;2755645.94;2762577.41;5214676.34;260875
260880 Lajedo;34814;2.78;195.99;68.57;3.27;6.29;2.47;2826986.14;3903361.69;6823232.79;260880
260890 Limoeiro;57248;5.21;227.03;55.87;5.31;24.53;4.43;8798830.73;4977317.05;12996775.34;260890
260900 Macaparana;24023;2.19;213.38;74.06;5.52;6.05;0.33;2856059.0;2785156.0;5125920.0;260900
260910 Machados;11803;2.79;323.49;70.85;1.62;5.06;1.78;1416983.76;2285129.0;3818117.0;260910
260915 Manari;18094;2.0;204.86;52.26;5.71;9.66;3.62;1417623.21;2283324.6;3706812.81;260915
260920 Maraial;12301;1.78;264.44;65.02;9.1;2.55;2.13;1767889.15;1484979.03;3252868.18;260920
260930 Mirandiba;13807;2.61;324.78;66.36;10.35;2.25;12.37;1338470.75;3005717.09;4484288.81;260930
261430 Moreilândia;10589;2.91;348.49;67.05;3.67;2.81;10.89;1117984.23;2482166.37;3690176.47;261430
260940 Moreno;55658;4.72;245.79;61.45;1.66;27.43;0.69;9231165.86;3209147.06;13680032.7;260940
260950 Nazaré da Mata;30184;12.1;197.7;74.38;7.39;8.19;0.69;2699368.98;3256842.8;5967273.37;260950
260960 Olinda;397266;15.04;211.86;59.5;1.68;26.95;1.23;47634996.44;34181530.25;84164757.77;260960
260970 Orobó;22239;2.02;221.6;63.19;9.42;2.15;2.27;2852578.88;2169493.35;4928245.72;260970
260980 Orocó;14279;3.37;279.29;74.92;2.35;8.95;0.52;1016012.63;2702000.2;3987984.32;260980
260990 Ouricuri;66979;5.45;151.58;63.97;2.37;9.7;0.77;6006756.86;4108458.08;10152591.01;260990
261000 Palmares;58819;6.44;345.0;52.27;7.04;33.05;1.67;14063615.58;5240114.14;20292476.03;261000
261010 Palmeirina;8483;1.27;272.25;72.13;1.91;5.25;0.01;1153479.7;1154281.77;2309488.75;261010
261020 Panelas;25499;0.92;226.87;69.01;1.39;5.05;1.2;2536825.66;2684233.73;5785030.35;261020
261030 Paranatama;12436;2.36;214.41;63.22;4.28;12.16;4.74;1245149.03;1376646.24;2666365.27;261030
261040 Parnamirim;19851;5.81;334.12;65.45;5.07;3.92;1.45;2530191.02;3345180.35;6632627.2;261040
261050 Passira;28528;2.49;257.2;66.94;1.1;2.68;4.23;3571739.54;3860883.84;7337306.07;261050
261060 Paudalho;47515;3.09;271.7;65.89;5.14;16.63;1.47;7132992.29;4832325.3;12909870.18;261060
261070 Paulista;319375;11.68;180.1;66.56;2.43;18.11;0.91;32633942.16;20469052.19;57519017.15;261070
261080 Pedra;20789;2.41;280.55;71.23;2.22;4.02;3.94;3699895.6;2050175.04;5832321.56;261080
261090 Pesqueira;64453;6.57;277.98;71.92;1.03;13.35;0.31;8849192.16;8800869.98;17916637.83;261090
261100 Petrolândia;32568;3.45;521.16;61.71;8.2;5.96;5.09;3571536.43;13695185.17;16973123.88;261100
261110 Petrolina;281851;13.38;311.11;45.25;4.37;22.49;3.7;61873663.45;23877444.8;87685298.4;261110
261120 Poçăo;11509;1.9;294.25;62.36;5.12;4.51;10.56;1549528.48;1296968.16;3386495.64;261120
261130 Pombos;22122;2.78;285.7;73.11;2.58;7.2;2.71;3333170.69;2470876.55;6320303.22;261130
261140 Primavera;12367;1.66;215.05;65.37;2.15;11.97;6.29;1333072.92;1388794.71;2659469.62;261140
261150 Quipapá;25606;3.37;273.03;60.67;4.01;15.74;5.27;2926517.1;2619263.76;6991149.39;261150
261153 Quixaba;7114;2.1;257.15;60.32;13.43;6.91;5.74;820105.68;1096046.64;1829358.95;261153
261160 Recife;1561663;33.07;321.6;54.58;2.87;25.25;1.29;253797125.0;264593288.0;502229700.0;261160
261170 Riacho das Almas;18930;2.37;273.83;76.9;0.45;9.58;0.2;2962840.0;2223868.05;5183557.11;261170
261180 Ribeirăo;39317;4.68;248.11;31.37;7.19;6.71;2.05;6031782.1;4699387.47;9754987.39;261180
261190 Rio Formoso;21813;6.39;314.52;56.48;8.39;5.45;5.81;3052687.01;3808004.72;6860691.73;261190
261200 Sairé;14194;5.22;225.57;79.07;1.04;3.8;0.4;1779881.41;1675118.79;3201794.56;261200
261210 Salgadinho;8204;3.21;275.78;57.96;4.49;2.49;2.14;854644.09;1407825.27;2262469.36;261210
261220 Salgueiro;55448;18.51;185.09;67.08;3.51;6.62;11.78;4820660.2;5788355.6;10262947.41;261220
261230 Saloá;15547;1.56;260.77;70.02;4.04;7.34;5.67;2186297.34;1576775.36;4054191.13;261230
261240 Sanharó;18726;3.67;256.56;46.49;2.92;5.86;2.38;2205245.41;2136489.49;4804396.29;261240
261245 Santa Cruz;14782;2.46;314.85;50.44;1.06;7.19;15.25;1545546.31;3344840.79;4654074.7;261245
261247 Santa Cruz da Baixa Verde;12214;1.96;256.96;58.17;6.36;9.87;3.5;1649533.67;1552368.51;3138554.33;261247
261250 Santa Cruz do Capibaribe;80326;7.87;232.66;78.21;1.1;5.61;0.1;8034034.65;10170961.32;18688922.85;261250
261255 Santa Filomena;14692;3.46;287.71;58.73;1.48;8.32;2.44;1357320.67;2176433.14;4227027.58;261255
261260 Santa Maria da Boa Vista;41746;5.26;219.29;65.33;2.04;5.07;4.54;3290023.48;5856117.95;9154572.59;261260
261270 Santa Maria do Cambucá;12946;1.98;238.07;57.88;5.36;9.85;3.63;1349777.0;1673128.98;3082029.21;261270
261280 Santa Terezinha;10177;2.02;293.24;50.19;0.0;11.07;3.67;1167393.28;1583104.6;2984339.87;261280
261290 Săo Benedito do Sul;10837;1.71;246.97;68.22;2.54;9.24;2.43;1089336.91;1532351.92;2676415.27;261290
261300 Săo Bento do Una;49366;2.1;204.02;66.19;7.4;5.66;3.34;4190907.39;5572304.95;10071828.29;261300
261310 Săo Caitano;36338;2.98;197.55;61.74;13.77;7.61;3.44;3410929.28;3749306.51;7178546.36;261310
261320 Săo Joăo;22089;1.88;295.61;61.83;5.93;11.05;3.6;3845722.31;2726040.48;6529823.76;261320
261330 Săo Joaquim do Monte;21861;3.05;408.21;83.68;1.52;5.51;0.94;4963044.27;3856189.45;8923890.64;261330
261340 Săo José da Coroa Grande;18560;6.71;248.42;47.56;2.29;11.04;0.26;1735217.75;2690510.38;4610660.76;261340
261350 Săo José do Belmonte;34119;4.17;173.91;65.12;2.92;6.77;0.11;2879493.84;2236110.71;5933490.84;261350
261360 Săo José do Egito;31793;3.84;297.04;64.76;2.24;4.81;1.16;5482118.83;3060939.55;9443897.33;261360
261370 Săo Lourenço da Mata;99946;4.64;165.48;77.12;2.48;6.37;2.81;7555590.69;9700849.81;16539377.67;261370
261380 Săo Vicente Ferrer;17344;1.95;268.98;71.09;0.89;2.22;2.36;1883585.96;2827226.0;4665250.0;261380
261390 Serra Talhada;80298;10.63;144.25;64.39;10.32;10.81;4.5;4827218.16;6631206.45;11583273.93;261390
261400 Serrita;18953;2.37;262.06;69.39;2.53;6.44;2.86;2998870.53;1960987.01;4966841.98;261400
261410 Sertânia;35918;22.03;248.07;61.48;3.63;11.54;9.16;3621280.0;4711841.89;8910064.45;261410
261420 Sirinhaém;38610;8.49;230.66;56.77;5.57;6.81;6.2;3585221.29;5320727.36;8905948.65;261420
261440 Solidăo;6129;1.7;352.07;70.48;4.03;4.63;3.56;1114007.06;1027607.31;2157845.5;261440
261450 Surubim;56799;4.07;297.49;43.66;4.29;37.5;1.45;12370176.05;4097094.19;16897390.42;261450
261460 Tabira;27218;2.35;229.77;67.35;6.31;7.62;2.28;3217198.07;2836662.87;6253924.16;261460
261470 Tacaimbó;12276;3.47;241.0;70.76;1.99;3.19;3.27;1558962.2;1452616.24;2958543.06;261470
261480 Tacaratu;22232;4.25;222.85;61.47;5.35;14.37;5.98;1827996.35;3366958.66;4954485.62;261480
261485 Tamandaré;18999;9.99;323.59;63.15;10.08;4.95;0.49;2960676.81;3198428.52;6147893.91;261485
261500 Taquaritinga do Norte;22661;4.72;219.29;42.15;2.32;1.88;3.32;2422594.38;2546760.68;4969355.06;261500
261510 Terezinha;6775;1.38;329.0;63.8;5.56;3.43;5.67;1139159.81;1037377.87;2228963.8;261510
261520 Terra Nova;9801;6.51;269.95;65.81;2.8;4.48;0.94;965821.44;1679925.16;2645746.6;261520
261530 Timbaúba;51768;4.39;224.28;75.1;4.69;3.11;4.36;4789170.07;8121421.75;11610404.86;261530
261540 Toritama;33205;4.29;208.48;67.16;6.85;3.57;0.61;2754113.74;4123431.6;6922647.2;261540
261550 Tracunhaém;13261;1.95;214.18;77.85;5.28;4.09;0.63;1632757.17;1316363.51;2840246.41;261550
261560 Trindade;26249;4.35;228.82;70.14;1.21;8.11;2.98;3110985.58;2660851.87;6006306.25;261560
261570 Triunfo;15768;2.85;248.43;61.06;5.58;4.84;1.42;1691533.32;1838895.9;3917321.36;261570
261580 Tupanatinga;19024;2.04;248.33;66.25;5.24;2.96;1.03;2051071.37;2688922.27;4724136.0;261580
261590 Tuparetama;8685;1.82;333.85;66.9;4.33;4.11;2.56;1418834.41;1276145.28;2899523.28;261590
261600 Venturosa;16705;1.92;335.62;59.02;6.42;13.89;6.84;2466380.37;2858851.97;5606552.58;261600
261610 Verdejante;10094;4.63;284.48;49.38;6.46;12.82;0.4;1510071.79;1238650.46;2871538.91;261610
261618 Vertente do Lério;7468;1.95;337.55;59.03;2.11;8.08;0.72;1150817.56;1358669.04;2520837.7;261618
261620 Vertentes;18186;2.34;278.64;44.72;4.09;27.4;7.75;3156356.48;1954082.03;5067264.92;261620
261630 Vicência;27878;2.34;241.36;73.36;4.13;7.43;2.35;3308643.65;3821598.48;6728550.53;261630
261640 Vitória de Santo Antăo;126399;5.93;180.79;67.0;7.52;9.79;0.88;9917959.76;12477037.58;22852257.33;261640
261650 Xexéu;14893;4.98;300.84;67.18;2.76;14.83;0.3;2632621.91;1845801.94;4480412.06;261650
270010 Água Branca;19993;6.67;245.61;66.51;1.27;9.8;7.09;2236842.99;2512604.91;4910460.48;270010
270020 Anadia;17736;1.62;297.99;58.59;5.19;2.28;0.02;3022334.39;1871226.96;5285130.72;270020
270030 Arapiraca;210526;4.29;496.18;35.47;1.48;50.22;1.29;73849691.85;25073045.85;104457902.22;270030
270040 Atalaia;53021;1.76;233.45;60.71;4.85;4.04;2.0;7999286.71;3859150.25;12377616.4;270040
270050 Barra de Santo Antônio;14434;4.94;277.8;50.5;10.35;4.91;2.8;1976654.02;1657072.93;4009773.16;270050
270060 Barra de Săo Miguel;7573;15.2;343.8;47.97;5.25;7.61;0.54;1124554.69;1682892.3;2603597.06;270060
270070 Batalha;16918;1.32;341.74;40.48;2.28;3.69;0.02;4132905.02;1672045.33;5781487.06;270070
270080 Belém;5089;2.76;395.31;52.07;7.0;2.29;0.32;847053.77;1269664.02;2011731.9;270080
